Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Location,Bin name,Incoming (not editable),Unavailable (not editable),Committed (not editable),Available (not editable),On hand (current),On hand (new)
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Salbeigrün,Kerzenfarbe,weiß,Zahlenfarbe,Graugrün,"",,,Am Waldpark 27,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,weiß,Zahlenfarbe,Beige,,,,Am Waldpark 27,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,weiß,Zahlenfarbe,Beige,,,,Werkstatt Rissen,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,weiß,Zahlenfarbe,Beige,,,,Lager Petra,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Hellblau,,,,Am Waldpark 27,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Hellblau,,,,Werkstatt Rissen,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Hellblau,,,,Lager Petra,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Dunkelblau,,,,Am Waldpark 27,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Dunkelblau,,,,Werkstatt Rissen,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Dunkelblau,,,,Lager Petra,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Hellgelb,,,,Am Waldpark 27,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Hellgelb,,,,Werkstatt Rissen,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Hellgelb,,,,Lager Petra,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Rosa,,,,Am Waldpark 27,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Rosa,,,,Werkstatt Rissen,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Rosa,,,,Lager Petra,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Graugrün,,,,Am Waldpark 27,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Graugrün,,,,Werkstatt Rissen,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Graugrün,,,,Lager Petra,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Hellgrün,,,,Am Waldpark 27,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Hellgrün,,,,Werkstatt Rissen,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Hellgrün,,,,Lager Petra,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Dunkles Grün,,,,Am Waldpark 27,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Dunkles Grün,,,,Werkstatt Rissen,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Dunkles Grün,,,,Lager Petra,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Helles Flieder,,,,Am Waldpark 27,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Helles Flieder,,,,Werkstatt Rissen,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Helles Flieder,,,,Lager Petra,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Beige,,,,Am Waldpark 27,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Beige,,,,Werkstatt Rissen,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,blau,Zahlenfarbe,Beige,,,,Lager Petra,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Hellblau,,,,Am Waldpark 27,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Hellblau,,,,Werkstatt Rissen,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Hellblau,,,,Lager Petra,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Dunkelblau,,,,Am Waldpark 27,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Dunkelblau,,,,Werkstatt Rissen,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Dunkelblau,,,,Lager Petra,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Hellgelb,,,,Am Waldpark 27,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Hellgelb,,,,Werkstatt Rissen,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Hellgelb,,,,Lager Petra,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Rosa,,,,Am Waldpark 27,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Rosa,,,,Werkstatt Rissen,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Rosa,,,,Lager Petra,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Graugrün,,,,Am Waldpark 27,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Graugrün,,,,Werkstatt Rissen,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Graugrün,,,,Lager Petra,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Hellgrün,,,,Am Waldpark 27,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Hellgrün,,,,Werkstatt Rissen,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Hellgrün,,,,Lager Petra,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Dunkles Grün,,,,Am Waldpark 27,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Dunkles Grün,,,,Werkstatt Rissen,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Dunkles Grün,,,,Lager Petra,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Helles Flieder,,,,Am Waldpark 27,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Helles Flieder,,,,Werkstatt Rissen,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Helles Flieder,,,,Lager Petra,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Beige,,,,Am Waldpark 27,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Beige,,,,Werkstatt Rissen,,0,0,0,0,0,
geburtstagsset-einfarbig-ring-kerze-zahlenstecker,"Geburtstagsset - Einfarbig | Ring, Kerze & Zahlenstecker im Set (Farben wählbar)",Ringfarbe,Rosa,Kerzenfarbe,pink,Zahlenfarbe,Beige,,,,Lager Petra,,0,0,0,0,0,
